Network,Density,Degree Centrality Std Dev,Assortativity Coefficient,Network Entropy,Threshold,desc_type
chembl_random_500_seed1526,0.1478316633266533,0.1519418496048495,0.1680747415651833,4.525083889583623,0.5,mfp_r2_1024
chembl_random_500_seed1526,0.0383727454909819,0.0605159354970451,0.177690202787699,3.11456964107289,0.6,mfp_r2_1024
chembl_random_500_seed1526,0.0042965931863727,0.0111375373748486,0.2492054411069917,1.312934149651709,0.7,mfp_r2_1024
chembl_random_500_seed1526,7.214428857715431e-05,0.0005622090820071,0.2035398230088499,0.1284622529067527,0.8,mfp_r2_1024
chembl_random_500_seed1526,0.0,0.0,,0.0,0.9,mfp_r2_1024
chembl_random_500_seed1526,0.1830781563126252,0.1408123510789898,0.2289331424937771,5.1267215185981385,0.5,maccs_keys
chembl_random_500_seed1526,0.0409218436873747,0.0453524149168376,0.2544697853099767,3.871663011539302,0.6,maccs_keys
chembl_random_500_seed1526,0.0042645290581162,0.007090795470474,0.2556510308549279,1.866177035106572,0.7,maccs_keys
chembl_random_500_seed1526,0.0002565130260521,0.0008863426372851,0.4447488584474885,0.3874986621115332,0.8,maccs_keys
chembl_random_500_seed1526,8.016032064128256e-06,0.0001264908524092,,0.0260778329833976,0.9,maccs_keys
chembl_random_9269_seed175,0.1527336004715529,0.1536491292134974,0.1199228560269126,7.412863875750192,0.5,mfp_r2_1024
chembl_random_9269_seed175,0.0363456685431406,0.0572277205234033,0.1635220352385154,5.665844014696713,0.6,mfp_r2_1024
chembl_random_9269_seed175,0.0033946998159317,0.0091938884889592,0.2351941546383348,3.1017277987727088,0.7,mfp_r2_1024
chembl_random_9269_seed175,7.622365389003949e-05,0.0003038791822085,0.4138217425373545,0.8598951714319195,0.8,mfp_r2_1024
chembl_random_9269_seed175,2.886906866941019e-06,2.217115280791385e-05,0.2746368863628808,0.1175120442037374,0.9,mfp_r2_1024
chembl_random_9269_seed175,0.1804628298401682,0.1367133350211115,0.2147372624930101,8.025748089769863,0.5,maccs_keys
chembl_random_9269_seed175,0.0400337386286717,0.0449979287819813,0.2827350587361709,6.716757088230883,0.6,maccs_keys
chembl_random_9269_seed175,0.0041914395481934,0.0067706435243272,0.3423366126190632,4.41153342120293,0.7,maccs_keys
chembl_random_9269_seed175,0.0002235723116389,0.0004959236394656,0.5401094653098849,1.7861047901653693,0.8,maccs_keys
chembl_random_9269_seed175,9.149632247643711e-06,4.1259405634493055e-05,0.7078371024577366,0.2846999979426994,0.9,maccs_keys
chembl_random_1500_seed8176,0.1517918612408272,0.1490390340006674,0.1052233106030611,5.676671993075648,0.5,mfp_r2_1024
chembl_random_1500_seed8176,0.0329553035356904,0.0516452128223339,0.1294009007103304,4.045426559630387,0.6,mfp_r2_1024
chembl_random_1500_seed8176,0.0031007338225483,0.0085777167149643,0.317188815652957,1.8151309593967149,0.7,mfp_r2_1024
chembl_random_1500_seed8176,7.649544140538137e-05,0.0002934670186067,0.4780761644666969,0.3485768865404098,0.8,mfp_r2_1024
chembl_random_1500_seed8176,2.6684456304202803e-06,4.21073618093649e-05,,0.0260778329833976,0.9,mfp_r2_1024
chembl_random_1500_seed8176,0.1787324883255503,0.1323324473263979,0.2165716534145538,6.195592155475654,0.5,maccs_keys
chembl_random_1500_seed8176,0.0389352901934623,0.0422962846215405,0.2885887473603657,4.890984430751885,0.6,maccs_keys
chembl_random_1500_seed8176,0.0040933955970647,0.0064357468965554,0.3615272390680777,2.7276035986409664,0.7,maccs_keys
chembl_random_1500_seed8176,0.0002134756504336,0.0005437128498808,0.3305795263997378,0.6977366944098787,0.8,maccs_keys
chembl_random_1500_seed8176,8.00533689126084e-06,7.263859954004642e-05,,0.0650018938097876,0.9,maccs_keys
chembl_random_500_seed7955,0.1611302605210421,0.1590696278660755,0.0845775455269439,4.587330591073667,0.5,mfp_r2_1024
chembl_random_500_seed7955,0.0326973947895791,0.0508176344802547,0.1352630712890299,3.0774913923042617,0.6,mfp_r2_1024
chembl_random_500_seed7955,0.0019078156312625,0.0051801556651135,0.3061597657147608,1.0678859972258152,0.7,mfp_r2_1024
chembl_random_500_seed7955,1.6032064128256513e-05,0.0002189418883165,-1.0,0.040497023759903,0.8,mfp_r2_1024
chembl_random_500_seed7955,0.0,0.0,,0.0,0.9,mfp_r2_1024
chembl_random_500_seed7955,0.1931382765531062,0.1459208859079359,0.2097404348885333,5.105298029536671,0.5,maccs_keys
chembl_random_500_seed7955,0.0424529058116232,0.0467181569672531,0.25455768654432,3.872338714306363,0.6,maccs_keys
chembl_random_500_seed7955,0.004192384769539,0.0070794362201457,0.2285706215262981,1.835152356785233,0.7,maccs_keys
chembl_random_500_seed7955,0.0002164328657314,0.0008222198475645,0.2857142857142857,0.3390265275664348,0.8,maccs_keys
chembl_random_500_seed7955,1.6032064128256513e-05,0.0001785255106318,,0.0465944242221045,0.9,maccs_keys
chembl_random_9269_seed251,0.1500909398944593,0.1503981835480405,0.1150206619783372,7.424320780049613,0.5,mfp_r2_1024
chembl_random_9269_seed251,0.0343539356200212,0.0541309675993857,0.165533471365776,5.644744951130049,0.6,mfp_r2_1024
chembl_random_9269_seed251,0.0031088960361045,0.0085367165928821,0.2821009902445798,3.061328936923899,0.7,mfp_r2_1024
chembl_random_9269_seed251,8.739877724594021e-05,0.0003745798378442,0.4496029826640019,0.8817699232884106,0.8,mfp_r2_1024
chembl_random_9269_seed251,3.073158922872697e-06,2.1918070552292496e-05,0.7877325982081327,0.124130052928566,0.9,mfp_r2_1024
chembl_random_9269_seed251,0.178473401786241,0.1356989921919303,0.2185225320892952,8.025550535607698,0.5,maccs_keys
chembl_random_9269_seed251,0.0395089036165632,0.0448356276335544,0.2986414022030338,6.706580899358878,0.6,maccs_keys
chembl_random_9269_seed251,0.0040825752215014,0.0065924027722835,0.3441895481349901,4.393201281401018,0.7,maccs_keys
chembl_random_9269_seed251,0.0002193117958595,0.0004577156539927,0.4726258660930215,1.7722252233642777,0.8,maccs_keys
chembl_random_9269_seed251,1.110527883492634e-05,4.7067759804496347e-05,0.6830052194368885,0.3267797850918551,0.9,maccs_keys
chembl_random_1500_seed1309,0.145210584834334,0.1484391163669034,0.1364059026106799,5.57022110986456,0.5,mfp_r2_1024
chembl_random_1500_seed1309,0.0332132532799644,0.0532240187130666,0.1320190498196162,3.9183804742244823,0.6,mfp_r2_1024
chembl_random_1500_seed1309,0.0027894151656659,0.0078427390069691,0.2197386833009878,1.7045729692004867,0.7,mfp_r2_1024
chembl_random_1500_seed1309,5.78163219924394e-05,0.0002947058973898,0.1444688185521779,0.2739207162230187,0.8,mfp_r2_1024
chembl_random_1500_seed1309,2.6684456304202803e-06,4.21073618093649e-05,,0.0260778329833976,0.9,mfp_r2_1024
chembl_random_1500_seed1309,0.1698901489882143,0.129888481250002,0.2043496051078462,6.149559426172568,0.5,maccs_keys
chembl_random_1500_seed1309,0.0349166110740493,0.0391274142751829,0.2840252935675119,4.791466003305919,0.6,maccs_keys
chembl_random_1500_seed1309,0.0033426728930398,0.0053664356051115,0.3233066932906525,2.545518387532181,0.7,maccs_keys
chembl_random_1500_seed1309,0.0001681120747164,0.0004713238485755,0.5015254829164292,0.6091930454777514,0.8,maccs_keys
chembl_random_1500_seed1309,8.8948187680676e-06,7.651612423431288e-05,,0.0708105549081962,0.9,maccs_keys
chembl_random_9269_seed3665,0.153060449548206,0.1517152277070725,0.1203266151908958,7.446440867856127,0.5,mfp_r2_1024
chembl_random_9269_seed3665,0.035254091806339,0.0552553193693669,0.1719015833210387,5.670752939308692,0.6,mfp_r2_1024
chembl_random_9269_seed3665,0.0035011428658967,0.0096700684598932,0.2525237302021568,3.079028845764704,0.7,mfp_r2_1024
chembl_random_9269_seed3665,8.551297517963196e-05,0.0003550263960211,0.4673048218347271,0.8988997063358941,0.8,mfp_r2_1024
chembl_random_9269_seed3665,3.1895664578299967e-06,2.560302689394914e-05,0.9954587642535137,0.1223781146046522,0.9,mfp_r2_1024
chembl_random_9269_seed3665,0.1810640747582227,0.1350697417938006,0.2118014674698626,8.026661594143427,0.5,maccs_keys
chembl_random_9269_seed3665,0.0400997184194855,0.0439511695060154,0.2926727006055259,6.725662266533781,0.6,maccs_keys
chembl_random_9269_seed3665,0.0041245284971,0.0064474483692616,0.3570383174372657,4.4278873047626695,0.7,maccs_keys
chembl_random_9269_seed3665,0.0002147020574752,0.0004300372566498,0.4863906384086377,1.776821164037975,0.8,maccs_keys
chembl_random_9269_seed3665,9.056506219677876e-06,3.745117155682953e-05,0.6710795732440255,0.2884437828661284,0.9,maccs_keys
chembl_random_500_seed493,0.1687214428857715,0.1650245193283418,0.1332047097684453,4.618606999916273,0.5,mfp_r2_1024
chembl_random_500_seed493,0.0418036072144288,0.0628111357494948,0.1608931642209627,3.174955303960716,0.6,mfp_r2_1024
chembl_random_500_seed493,0.0037114228456913,0.0099496719495532,0.1440851886885122,1.3756569174630042,0.7,mfp_r2_1024
chembl_random_500_seed493,5.61122244488978e-05,0.0003540691434927,-0.1666666666666676,0.1276010829448373,0.8,mfp_r2_1024
chembl_random_500_seed493,0.0,0.0,,0.0,0.9,mfp_r2_1024
chembl_random_500_seed493,0.1798476953907815,0.1412386757110544,0.1980704281948584,5.065417371867726,0.5,maccs_keys
chembl_random_500_seed493,0.0426773547094188,0.050749792112206,0.2450671360067174,3.8406572918237054,0.6,maccs_keys
chembl_random_500_seed493,0.0047615230460921,0.008469779081068,0.2340629297987146,1.8765343229560805,0.7,maccs_keys
chembl_random_500_seed493,0.0002645290581162,0.0008373204990024,0.352941176470588,0.4039069991027558,0.8,maccs_keys
chembl_random_500_seed493,1.6032064128256513e-05,0.0001785255106318,,0.0465944242221045,0.9,maccs_keys
chembl_random_1500_seed5968,0.1596290860573715,0.1566610895824398,0.0956210955942481,5.686505713270141,0.5,mfp_r2_1024
chembl_random_1500_seed5968,0.0361440960640426,0.0565584993488987,0.1260848840399917,4.010835249709045,0.6,mfp_r2_1024
chembl_random_1500_seed5968,0.0030767178118745,0.0085221610472544,0.195314206045649,1.7506822107548636,0.7,mfp_r2_1024
chembl_random_1500_seed5968,5.692684011563264e-05,0.0002707504520059,0.1638273344434481,0.2757996859380004,0.8,mfp_r2_1024
chembl_random_1500_seed5968,0.0,0.0,,0.0,0.9,mfp_r2_1024
chembl_random_1500_seed5968,0.171976873471203,0.1291970924964595,0.2111962660683533,6.175890337544049,0.5,maccs_keys
chembl_random_1500_seed5968,0.0362045808316655,0.0385633022864252,0.2719130859242984,4.849323088073231,0.6,maccs_keys
chembl_random_1500_seed5968,0.0035783855903935,0.0055121128750599,0.40523648372928,2.614260626483375,0.7,maccs_keys
chembl_random_1500_seed5968,0.0001894596397598,0.0004887142402115,0.3688999535401526,0.6595109269968877,0.8,maccs_keys
chembl_random_1500_seed5968,8.00533689126084e-06,7.263859954004642e-05,,0.0650018938097876,0.9,maccs_keys
CHEMBL236,0.27632073676246,0.1627557294300591,0.2703525736828367,7.0725054486540335,0.5,mfp_r2_1024
CHEMBL236,0.0885644458266992,0.0684533361398267,0.3395713690188302,6.32622783013814,0.6,mfp_r2_1024
CHEMBL236,0.0221167995023882,0.0192994973321972,0.4781905823395724,5.092431644889448,0.7,mfp_r2_1024
CHEMBL236,0.0059585756792261,0.0061344506639393,0.6976299826440495,3.843371666348032,0.8,mfp_r2_1024
