Dataset,F50,Min_physchem,1st Qu._physchem,Median_physchem,Mean_physchem,3rd Qu._physchem,Max_physchem,SD_physchem,Min_mfp_r2_1024,1st Qu._mfp_r2_1024,Median_mfp_r2_1024,Mean_mfp_r2_1024,3rd Qu._mfp_r2_1024,Max_mfp_r2_1024,SD_mfp_r2_1024,Min_maccs_keys,1st Qu._maccs_keys,Median_maccs_keys,Mean_maccs_keys,3rd Qu._maccs_keys,Max_maccs_keys,SD_maccs_keys,PCA_maccs_nn_overlap_best,PCA_maccs_AUC,PCA_maccs_kmax,PCA_maccs_Qlocal,PCA_maccs_Qglobal,PCA_maccs_trust_20,PCA_maccs_cont_20,t-SNE_maccs_nn_overlap_best,t-SNE_maccs_AUC,t-SNE_maccs_kmax,t-SNE_maccs_Qlocal,t-SNE_maccs_Qglobal,t-SNE_maccs_trust_20,t-SNE_maccs_cont_20,UMAP_maccs_nn_overlap_best,UMAP_maccs_AUC,UMAP_maccs_kmax,UMAP_maccs_Qlocal,UMAP_maccs_Qglobal,UMAP_maccs_trust_20,UMAP_maccs_cont_20,GTM_maccs_nn_overlap_best,GTM_maccs_AUC,GTM_maccs_kmax,GTM_maccs_Qlocal,GTM_maccs_Qglobal,GTM_maccs_trust_20,GTM_maccs_cont_20,PCA_mfp_r2_1024_nn_overlap_best,PCA_mfp_r2_1024_AUC,PCA_mfp_r2_1024_kmax,PCA_mfp_r2_1024_Qlocal,PCA_mfp_r2_1024_Qglobal,PCA_mfp_r2_1024_trust_20,PCA_mfp_r2_1024_cont_20,t-SNE_mfp_r2_1024_nn_overlap_best,t-SNE_mfp_r2_1024_AUC,t-SNE_mfp_r2_1024_kmax,t-SNE_mfp_r2_1024_Qlocal,t-SNE_mfp_r2_1024_Qglobal,t-SNE_mfp_r2_1024_trust_20,t-SNE_mfp_r2_1024_cont_20,UMAP_mfp_r2_1024_nn_overlap_best,UMAP_mfp_r2_1024_AUC,UMAP_mfp_r2_1024_kmax,UMAP_mfp_r2_1024_Qlocal,UMAP_mfp_r2_1024_Qglobal,UMAP_mfp_r2_1024_trust_20,UMAP_mfp_r2_1024_cont_20,GTM_mfp_r2_1024_nn_overlap_best,GTM_mfp_r2_1024_AUC,GTM_mfp_r2_1024_kmax,GTM_mfp_r2_1024_Qlocal,GTM_mfp_r2_1024_Qglobal,GTM_mfp_r2_1024_trust_20,GTM_mfp_r2_1024_cont_20,Feature,# of data points,# non-constant descriptors,Fisher Separability ID
chembl_random_500_seed1526,0.4844074844074844,2.094391699599944,4031.267048147932,12907.637013111223,37120.60699843794,36617.95577031006,1255857.9535512084,77195.4046010204,0.0,0.2411886379122734,0.33984375,0.3411046,0.4423963129520416,0.83870965,0.14532256,0.0,0.296875,0.38157895,0.3838664,0.4677419364452362,0.9032258,0.121415325,21.75,0.6603922356462741,64.0,0.263572587634195,0.7190217136610652,0.754487326943557,0.8389561235356763,40.98,0.7011397570862937,1.0,0.474,0.7019491726077678,0.8635512247071353,0.8884964856230032,39.89,0.6810337183838634,14.0,0.3380913951128236,0.6911047289237835,0.8470973375931843,0.8799831735889244,43.49,0.6517675153628695,17.0,0.3548753102145836,0.6624342507241295,0.8861484558040469,0.8179904153354632,4.859999999999999,0.5590559264503738,292.0,0.3475737317379438,0.8599806534832929,0.5346956336528221,0.6406915867944623,10.5,0.5377486502592053,4.0,0.106375,0.5405376042091972,0.54944494142705,0.7183473908413205,8.6,0.5002075415912157,2.0,0.138,0.5009668613992272,0.5333946751863685,0.514087326943557,10.08,0.5239619641635643,19.0,0.0779179539139006,0.5408690254776216,0.5834153354632587,0.5519725239616613,embed,500,16,2.728414027730891
chembl_random_500_seed1526,0.4844074844074844,2.094391699599944,4031.267048147932,12907.637013111223,37120.60699843794,36617.95577031006,1255857.9535512084,77195.4046010204,0.0,0.2411886379122734,0.33984375,0.3411046,0.4423963129520416,0.83870965,0.14532256,0.0,0.296875,0.38157895,0.3838664,0.4677419364452362,0.9032258,0.121415325,21.75,0.6603922356462741,64.0,0.263572587634195,0.7190217136610652,0.754487326943557,0.8389561235356763,40.98,0.7011397570862937,1.0,0.474,0.7019491726077678,0.8635512247071353,0.8884964856230032,39.89,0.6810337183838634,14.0,0.3380913951128236,0.6911047289237835,0.8470973375931843,0.8799831735889244,43.49,0.6517675153628695,17.0,0.3548753102145836,0.6624342507241295,0.8861484558040469,0.8179904153354632,4.859999999999999,0.5590559264503738,292.0,0.3475737317379438,0.8599806534832929,0.5346956336528221,0.6406915867944623,10.5,0.5377486502592053,4.0,0.106375,0.5405376042091972,0.54944494142705,0.7183473908413205,8.6,0.5002075415912157,2.0,0.138,0.5009668613992272,0.5333946751863685,0.514087326943557,10.08,0.5239619641635643,19.0,0.0779179539139006,0.5408690254776216,0.5834153354632587,0.5519725239616613,mfp_r2_1024,500,1023,22.347428241619824
chembl_random_500_seed1526,0.4844074844074844,2.094391699599944,4031.267048147932,12907.637013111223,37120.60699843794,36617.95577031006,1255857.9535512084,77195.4046010204,0.0,0.2411886379122734,0.33984375,0.3411046,0.4423963129520416,0.83870965,0.14532256,0.0,0.296875,0.38157895,0.3838664,0.4677419364452362,0.9032258,0.121415325,21.75,0.6603922356462741,64.0,0.263572587634195,0.7190217136610652,0.754487326943557,0.8389561235356763,40.98,0.7011397570862937,1.0,0.474,0.7019491726077678,0.8635512247071353,0.8884964856230032,39.89,0.6810337183838634,14.0,0.3380913951128236,0.6911047289237835,0.8470973375931843,0.8799831735889244,43.49,0.6517675153628695,17.0,0.3548753102145836,0.6624342507241295,0.8861484558040469,0.8179904153354632,4.859999999999999,0.5590559264503738,292.0,0.3475737317379438,0.8599806534832929,0.5346956336528221,0.6406915867944623,10.5,0.5377486502592053,4.0,0.106375,0.5405376042091972,0.54944494142705,0.7183473908413205,8.6,0.5002075415912157,2.0,0.138,0.5009668613992272,0.5333946751863685,0.514087326943557,10.08,0.5239619641635643,19.0,0.0779179539139006,0.5408690254776216,0.5834153354632587,0.5519725239616613,maccs_keys,500,152,11.776370494751625
chembl_random_9269_seed175,0.4239457831325301,7.888609052210118e-31,4106.129695297292,13148.906117912256,43272.77637604495,37440.74479115477,2177968.408833648,105817.78872398514,0.0,0.2338129431009292,0.3417191,0.33987868,0.447761207818985,0.9939516,0.1486606,0.0,0.3000000119209289,0.38271606,0.3843895,0.4673913121223449,0.98717946,0.120805755,4.366706225051246,0.651079675976739,298.3333333333333,0.245310456487381,0.7061181595358091,0.7306006937976649,0.8556964891678477,36.11500701262272,0.665702331366715,1.3333333333333333,0.3846,0.6658753022787798,0.9120188729162448,0.8989056489167848,28.94918545689934,0.6846822537368338,99.33333333333331,0.3270747229776973,0.6995012895797111,0.9114599203617466,0.8950455584801241,30.22062789944978,0.5137150075663852,12.0,0.2821843931377265,0.5147648957870629,0.9131374205304716,0.6931820692447864,0.9337576869133672,0.553477743003337,1664.6666666666667,0.3836620294685381,0.8930779239714549,0.5308664560977255,0.5999391050820003,12.591973244147155,0.5535748409457318,1.0,0.2092,0.5536177523121281,0.5828439576162515,0.7229125598974152,10.491423022979824,0.5301675311219946,1.6666666666666667,0.1262666666666666,0.5303010820160109,0.5822164540730242,0.6341269379766484,9.633185888445356,0.4980823688493892,6.0,0.0834217445200302,0.4989167585809905,0.6579597678342445,0.5039977647297024,embed,9269,16,2.732661824251025
chembl_random_9269_seed175,0.4239457831325301,7.888609052210118e-31,4106.129695297292,13148.906117912256,43272.77637604495,37440.74479115477,2177968.408833648,105817.78872398514,0.0,0.2338129431009292,0.3417191,0.33987868,0.447761207818985,0.9939516,0.1486606,0.0,0.3000000119209289,0.38271606,0.3843895,0.4673913121223449,0.98717946,0.120805755,4.366706225051246,0.651079675976739,298.3333333333333,0.245310456487381,0.7061181595358091,0.7306006937976649,0.8556964891678477,36.11500701262272,0.665702331366715,1.3333333333333333,0.3846,0.6658753022787798,0.9120188729162448,0.8989056489167848,28.94918545689934,0.6846822537368338,99.33333333333331,0.3270747229776973,0.6995012895797111,0.9114599203617466,0.8950455584801241,30.22062789944978,0.5137150075663852,12.0,0.2821843931377265,0.5147648957870629,0.9131374205304716,0.6931820692447864,0.9337576869133672,0.553477743003337,1664.6666666666667,0.3836620294685381,0.8930779239714549,0.5308664560977255,0.5999391050820003,12.591973244147155,0.5535748409457318,1.0,0.2092,0.5536177523121281,0.5828439576162515,0.7229125598974152,10.491423022979824,0.5301675311219946,1.6666666666666667,0.1262666666666666,0.5303010820160109,0.5822164540730242,0.6341269379766484,9.633185888445356,0.4980823688493892,6.0,0.0834217445200302,0.4989167585809905,0.6579597678342445,0.5039977647297024,mfp_r2_1024,9269,1024,15.653476692540956
chembl_random_9269_seed175,0.4239457831325301,7.888609052210118e-31,4106.129695297292,13148.906117912256,43272.77637604495,37440.74479115477,2177968.408833648,105817.78872398514,0.0,0.2338129431009292,0.3417191,0.33987868,0.447761207818985,0.9939516,0.1486606,0.0,0.3000000119209289,0.38271606,0.3843895,0.4673913121223449,0.98717946,0.120805755,4.366706225051246,0.651079675976739,298.3333333333333,0.245310456487381,0.7061181595358091,0.7306006937976649,0.8556964891678477,36.11500701262272,0.665702331366715,1.3333333333333333,0.3846,0.6658753022787798,0.9120188729162448,0.8989056489167848,28.94918545689934,0.6846822537368338,99.33333333333331,0.3270747229776973,0.6995012895797111,0.9114599203617466,0.8950455584801241,30.22062789944978,0.5137150075663852,12.0,0.2821843931377265,0.5147648957870629,0.9131374205304716,0.6931820692447864,0.9337576869133672,0.553477743003337,1664.6666666666667,0.3836620294685381,0.8930779239714549,0.5308664560977255,0.5999391050820003,12.591973244147155,0.5535748409457318,1.0,0.2092,0.5536177523121281,0.5828439576162515,0.7229125598974152,10.491423022979824,0.5301675311219946,1.6666666666666667,0.1262666666666666,0.5303010820160109,0.5822164540730242,0.6341269379766484,9.633185888445356,0.4980823688493892,6.0,0.0834217445200302,0.4989167585809905,0.6579597678342445,0.5039977647297024,maccs_keys,9269,155,10.33714886467315
chembl_random_1500_seed8176,0.4638205499276411,0.1271225684000036,4396.179065777631,14268.260298061645,48656.07210935392,41688.445373112816,2030306.233416492,120114.16077566292,0.0,0.2380952388048172,0.34756097,0.34237736,0.4502617716789245,0.95295537,0.14757936,0.0,0.2988505661487579,0.38271606,0.38336074,0.4666666686534881,0.95652175,0.12148367,11.686666666666666,0.6540679236680749,203.0,0.2672415555515773,0.7147428991347266,0.7395699217420891,0.8554262901213565,36.406666666666666,0.7019845706786336,1.0,0.4946666666666666,0.7022544231444702,0.8964109561075195,0.894902801406374,33.47666666666667,0.6791823599077054,5.0,0.3224244444444444,0.6804023009239305,0.8910746285584666,0.8945944652376092,36.766666666666666,0.5994149394436417,18.0,0.3301911139090878,0.6026666660348023,0.9210084609277532,0.801385142338664,2.1766666666666667,0.5585524738151452,934.0,0.3648122698765501,0.8798819434396798,0.5316906657593286,0.5800549166383123,7.89,0.5380294670069844,1.0,0.148,0.538080274578136,0.564671044572984,0.7276633548826131,5.6466666666666665,0.514254600189069,1.0,0.1293333333333333,0.5142736444110985,0.5390709992060791,0.5753622547351707,7.953333333333333,0.5188372300668952,15.0,0.0651084452584452,0.5231540444086755,0.6251436316207326,0.5230637405013043,embed,1500,16,2.7364354139376528
chembl_random_1500_seed8176,0.4638205499276411,0.1271225684000036,4396.179065777631,14268.260298061645,48656.07210935392,41688.445373112816,2030306.233416492,120114.16077566292,0.0,0.2380952388048172,0.34756097,0.34237736,0.4502617716789245,0.95295537,0.14757936,0.0,0.2988505661487579,0.38271606,0.38336074,0.4666666686534881,0.95652175,0.12148367,11.686666666666666,0.6540679236680749,203.0,0.2672415555515773,0.7147428991347266,0.7395699217420891,0.8554262901213565,36.406666666666666,0.7019845706786336,1.0,0.4946666666666666,0.7022544231444702,0.8964109561075195,0.894902801406374,33.47666666666667,0.6791823599077054,5.0,0.3224244444444444,0.6804023009239305,0.8910746285584666,0.8945944652376092,36.766666666666666,0.5994149394436417,18.0,0.3301911139090878,0.6026666660348023,0.9210084609277532,0.801385142338664,2.1766666666666667,0.5585524738151452,934.0,0.3648122698765501,0.8798819434396798,0.5316906657593286,0.5800549166383123,7.89,0.5380294670069844,1.0,0.148,0.538080274578136,0.564671044572984,0.7276633548826131,5.6466666666666665,0.514254600189069,1.0,0.1293333333333333,0.5142736444110985,0.5390709992060791,0.5753622547351707,7.953333333333333,0.5188372300668952,15.0,0.0651084452584452,0.5231540444086755,0.6251436316207326,0.5230637405013043,mfp_r2_1024,1500,1024,15.44352132438352
chembl_random_1500_seed8176,0.4638205499276411,0.1271225684000036,4396.179065777631,14268.260298061645,48656.07210935392,41688.445373112816,2030306.233416492,120114.16077566292,0.0,0.2380952388048172,0.34756097,0.34237736,0.4502617716789245,0.95295537,0.14757936,0.0,0.2988505661487579,0.38271606,0.38336074,0.4666666686534881,0.95652175,0.12148367,11.686666666666666,0.6540679236680749,203.0,0.2672415555515773,0.7147428991347266,0.7395699217420891,0.8554262901213565,36.406666666666666,0.7019845706786336,1.0,0.4946666666666666,0.7022544231444702,0.8964109561075195,0.894902801406374,33.47666666666667,0.6791823599077054,5.0,0.3224244444444444,0.6804023009239305,0.8910746285584666,0.8945944652376092,36.766666666666666,0.5994149394436417,18.0,0.3301911139090878,0.6026666660348023,0.9210084609277532,0.801385142338664,2.1766666666666667,0.5585524738151452,934.0,0.3648122698765501,0.8798819434396798,0.5316906657593286,0.5800549166383123,7.89,0.5380294670069844,1.0,0.148,0.538080274578136,0.564671044572984,0.7276633548826131,5.6466666666666665,0.514254600189069,1.0,0.1293333333333333,0.5142736444110985,0.5390709992060791,0.5753622547351707,7.953333333333333,0.5188372300668952,15.0,0.0651084452584452,0.5231540444086755,0.6251436316207326,0.5230637405013043,maccs_keys,1500,155,10.287024818085024
chembl_random_500_seed7955,0.490721649484536,2.8931860100004165,3611.28088488891,11465.592308206797,40354.35373735316,32804.870855389265,1972047.0157886883,118907.0818872589,0.0,0.2513192594051361,0.35636362,0.34999385,0.4558404684066772,0.8141026,0.14533545,0.0,0.3066666722297668,0.3882353,0.3902336,0.4722222089767456,0.92941177,0.11957129,22.76,0.6571955898949006,62.0,0.2680019053673761,0.7126297660526872,0.748364856230032,0.83950202342918,41.58,0.7009607920122697,1.0,0.57,0.7017694873523593,0.8606159744408945,0.8643823216187434,40.2,0.6736638375049561,10.0,0.3348687301587302,0.6807286221585774,0.8503535676251331,0.8775957401490948,43.81,0.6568009105157562,26.0,0.38417359390641,0.6720558721928526,0.8821780617678381,0.8263605963791267,5.140000000000001,0.5532019176725615,288.0,0.3367845985268095,0.8510437541724781,0.5389640042598509,0.5930741214057508,9.6,0.5293944610423906,2.0,0.13,0.5303424114115987,0.5480937167199148,0.6611301384451544,7.779999999999999,0.5085850537796738,2.0,0.07,0.5095079472501154,0.5310611288604898,0.5300291799787007,11.0,0.5462422983888805,19.0,0.0835038645904093,0.5638763142410546,0.6066577209797657,0.6005356762513312,embed,500,16,2.764201547788005
